expID,group,group_num,run,alpha,avg_met_adjust,std_met_adjust,avg_avg_async,sd_avg_async,avg_std_async,sd_std_async,group_groove,group_groove_std,group_sync_self,group_sync_self_std,group_cont,group_cont_std,group_infl,group_infl_std,group_diff,group_diff_std,group_sync_others,group_sync_others_std,group_allMeans,ae,std_ae,pa,std_pa,mt,std_mt,sa,std_sa,emo,std_emo,gen_soph,std_gen_soph,intern,std_intern,powo,std_powo,chance,std_chance,PLAY,std_PLAY,SEEK,std_SEEK,CARE,std_CARE,ANGER,std_ANGER,FEAR,std_FEAR,SADNESS,std_SADNESS,SPIRITUALITY,std_SPIRITUALITY
3,011170sc_011170ah_011170pt_011170jv,1,2,0.35,-17.3220339,7.691106996,-49.06321839,21.20484717,27.012029,19.85531737,-0.246908778,1.368482787,-0.660114194,1.445157067,0.994777058,0.782972742,0.172760526,1.172440478,-0.090906355,1.202243458,-0.328812851,1.1574988,011170sc_011170ah_011170pt_011170jv,43.25,8.61684396980704,45.5,3.69684550213647,14.75,4.03112887414927,28,8.28653526310404,34.5,6.2449979983984,71.25,14.5459043491057,33,4.32049379893857,19.25,8.34166250416147,27,12.4632793972266,4.16666666666667,0.561083607686782,3.79166666666667,0.629152869605896,3.625,1.01036297108185,3.125,0.657928849018167,3.35,0.929157324317757,2.66666666666667,0.360041149911548,2.45833333333333,0.724888241705549
3,011170sc_011170ah_011170pt_011170jv,1,3,0,0,0,-71.59913793,13.26219562,22.85530785,10.06883419,-0.809753642,1.027752632,-0.133117591,1.433605826,0.505304553,1.239551948,0.02154328,1.192262474,-0.423437441,0.967104432,0.303892812,0.582862899,011170sc_011170ah_011170pt_011170jv,43.25,8.61684396980704,45.5,3.69684550213647,14.75,4.03112887414927,28,8.28653526310404,34.5,6.2449979983984,71.25,14.5459043491057,33,4.32049379893857,19.25,8.34166250416147,27,12.4632793972266,4.16666666666667,0.561083607686782,3.79166666666667,0.629152869605896,3.625,1.01036297108185,3.125,0.657928849018167,3.35,0.929157324317757,2.66666666666667,0.360041149911548,2.45833333333333,0.724888241705549
3,011170sc_011170ah_011170pt_011170jv,1,4,0.35,-20,10.03785937,-56.89655172,28.0221965,24.05690073,11.14135696,0.165945307,1.449161036,0.380245503,1.207597927,0.994777058,0.782972742,0.398975334,1.144100506,-0.423437441,0.967104432,0.782606366,0.931909619,011170sc_011170ah_011170pt_011170jv,43.25,8.61684396980704,45.5,3.69684550213647,14.75,4.03112887414927,28,8.28653526310404,34.5,6.2449979983984,71.25,14.5459043491057,33,4.32049379893857,19.25,8.34166250416147,27,12.4632793972266,4.16666666666667,0.561083607686782,3.79166666666667,0.629152869605896,3.625,1.01036297108185,3.125,0.657928849018167,3.35,0.929157324317757,2.66666666666667,0.360041149911548,2.45833333333333,0.724888241705549
3,011170sc_011170ah_011170pt_011170jv,1,5,1,-39.72881356,17.81981705,-40.79741379,17.2121347,31.30410527,19.95022619,0.088048312,0.633573908,-1.458972878,0.655152658,0.516063504,0.595961882,0.337285725,0.847162528,0.520034959,1.322324119,-0.655678597,0.829318067,011170sc_011170ah_011170pt_011170jv,43.25,8.61684396980704,45.5,3.69684550213647,14.75,4.03112887414927,28,8.28653526310404,34.5,6.2449979983984,71.25,14.5459043491057,33,4.32049379893857,19.25,8.34166250416147,27,12.4632793972266,4.16666666666667,0.561083607686782,3.79166666666667,0.629152869605896,3.625,1.01036297108185,3.125,0.657928849018167,3.35,0.929157324317757,2.66666666666667,0.360041149911548,2.45833333333333,0.724888241705549
3,011170sc_011170ah_011170pt_011170jv,1,6,0.7,-36.6779661,13.04427563,-52.89655172,17.37322719,24.27012736,11.94375213,0.530549579,1.738371064,0.380245503,1.207597927,0.516063504,0.595961882,0.940932586,1.189247293,-0.520770524,0.191490606,0.139387788,1.188697118,011170sc_011170ah_011170pt_011170jv,43.25,8.61684396980704,45.5,3.69684550213647,14.75,4.03112887414927,28,8.28653526310404,34.5,6.2449979983984,71.25,14.5459043491057,33,4.32049379893857,19.25,8.34166250416147,27,12.4632793972266,4.16666666666667,0.561083607686782,3.79166666666667,0.629152869605896,3.625,1.01036297108185,3.125,0.657928849018167,3.35,0.929157324317757,2.66666666666667,0.360041149911548,2.45833333333333,0.724888241705549
3,011170sc_011170ah_011170pt_011170jv,1,7,0.7,-29.50847458,11.22554489,-43.36403509,14.12081719,27.87285262,16.84851076,-0.468772143,0.953732569,-0.418613181,1.070462834,0.516063504,0.595961882,0.563500532,0.743495491,-0.242360296,0.581314954,0.486164877,0.909059002,011170sc_011170ah_011170pt_011170jv,43.25,8.61684396980704,45.5,3.69684550213647,14.75,4.03112887414927,28,8.28653526310404,34.5,6.2449979983984,71.25,14.5459043491057,33,4.32049379893857,19.25,8.34166250416147,27,12.4632793972266,4.16666666666667,0.561083607686782,3.79166666666667,0.629152869605896,3.625,1.01036297108185,3.125,0.657928849018167,3.35,0.929157324317757,2.66666666666667,0.360041149911548,2.45833333333333,0.724888241705549
3,011170sc_011170ah_011170pt_011170jv,1,8,0.35,-15.3559322,7.293744868,-43.53591954,20.3243324,35.39139498,22.30089345,0.064425539,1.031550218,0.094749913,0.969428784,0.026590999,0.808558979,0.648326451,0.928263096,0.443670796,2.004536308,-0.339325766,0.251319033,011170sc_011170ah_011170pt_011170jv,43.25,8.61684396980704,45.5,3.69684550213647,14.75,4.03112887414927,28,8.28653526310404,34.5,6.2449979983984,71.25,14.5459043491057,33,4.32049379893857,19.25,8.34166250416147,27,12.4632793972266,4.16666666666667,0.561083607686782,3.79166666666667,0.629152869605896,3.625,1.01036297108185,3.125,0.657928849018167,3.35,0.929157324317757,2.66666666666667,0.360041149911548,2.45833333333333,0.724888241705549
3,011170sc_011170ah_011170pt_011170jv,1,9,0,0,0,-49.76724138,23.7734585,34.31743174,21.98691994,0.722765763,0.805862704,0.608113008,0.175829114,0.334372882,0.481699442,0.563500532,0.743495491,0.480970693,1.445482271,-0.022972935,0.489067446,011170sc_011170ah_011170pt_011170jv,43.25,8.61684396980704,45.5,3.69684550213647,14.75,4.03112887414927,28,8.28653526310404,34.5,6.2449979983984,71.25,14.5459043491057,33,4.32049379893857,19.25,8.34166250416147,27,12.4632793972266,4.16666666666667,0.561083607686782,3.79166666666667,0.629152869605896,3.625,1.01036297108185,3.125,0.657928849018167,3.35,0.929157324317757,2.66666666666667,0.360041149911548,2.45833333333333,0.724888241705549
3,011170sc_011170ah_011170pt_011170jv,1,10,1,-28.83050847,11.46080659,-30.21491228,10.20716645,24.46974156,9.95208129,0.309911677,1.017408667,0.608113008,0.175829114,0.15268226,0.61072907,-0.127323106,0.575881201,-0.001249966,0.675784127,-0.022972935,0.489067446,011170sc_011170ah_011170pt_011170jv,43.25,8.61684396980704,45.5,3.69684550213647,14.75,4.03112887414927,28,8.28653526310404,34.5,6.2449979983984,71.25,14.5459043491057,33,4.32049379893857,19.25,8.34166250416147,27,12.4632793972266,4.16666666666667,0.561083607686782,3.79166666666667,0.629152869605896,3.625,1.01036297108185,3.125,0.657928849018167,3.35,0.929157324317757,2.66666666666667,0.360041149911548,2.45833333333333,0.724888241705549
3,011170sc_011170ah_011170pt_011170jv,1,11,0,0,0,-53.45175439,16.88164146,37.87801222,24.77776924,0.088048312,0.633573908,0.094749913,0.969428784,-0.997194422,0.787377839,-0.50475516,1.197485191,-0.145027213,0.58093828,-0.022972935,0.489067446,011170sc_011170ah_011170pt_011170jv,43.25,8.61684396980704,45.5,3.69684550213647,14.75,4.03112887414927,28,8.28653526310404,34.5,6.2449979983984,71.25,14.5459043491057,33,4.32049379893857,19.25,8.34166250416147,27,12.4632793972266,4.16666666666667,0.561083607686782,3.79166666666667,0.629152869605896,3.625,1.01036297108185,3.125,0.657928849018167,3.35,0.929157324317757,2.66666666666667,0.360041149911548,2.45833333333333,0.724888241705549
3,011170sc_011170ah_011170pt_011170jv,1,12,0,0,0,-77.76315789,27.40191196,35.06090071,14.45330829,-0.348428547,0.747742992,0.094749913,0.969428784,-0.029008363,0.88206434,-0.666929499,0.420960237,-0.520770524,0.191490606,-0.501686488,1.061379803,011170sc_011170ah_011170pt_011170jv,43.25,8.61684396980704,45.5,3.69684550213647,14.75,4.03112887414927,28,8.28653526310404,34.5,6.2449979983984,71.25,14.5459043491057,33,4.32049379893857,19.25,8.34166250416147,27,12.4632793972266,4.16666666666667,0.561083607686782,3.79166666666667,0.629152869605896,3.625,1.01036297108185,3.125,0.657928849018167,3.35,0.929157324317757,2.66666666666667,0.360041149911548,2.45833333333333,0.724888241705549
